betting_bm_id,betting_sc_id,betting_name,betting_score,year,performer,song,page_url,contest_round,country_name,country_code
23,120,BWIN,5.0,2018,Franka,Crazy,/eurovision/2018/croatia,semi-final-1,Croatia,Croatia
5,110,BET365,6.0,2018,Franka,Crazy,/eurovision/2018/croatia,semi-final-1,Croatia,Croatia
47,88,BETSTARS,4.75,2018,Franka,Crazy,/eurovision/2018/croatia,semi-final-1,Croatia,Croatia
13,78,SKYBET,5.0,2018,Franka,Crazy,/eurovision/2018/croatia,semi-final-1,Croatia,Croatia
42,58,10BET,4.0,2018,Franka,Crazy,/eurovision/2018/croatia,semi-final-1,Croatia,Croatia
30,42,BETFAIRSPORT,5.0,2018,Franka,Crazy,/eurovision/2018/croatia,semi-final-1,Croatia,Croatia
19,32,BETWAY,5.25,2018,Franka,Crazy,/eurovision/2018/croatia,semi-final-1,Croatia,Croatia
2,-200,BFX*,5.3,2018,Franka,Crazy,/eurovision/2018/croatia,semi-final-1,Croatia,Croatia
33,143,888SPORT,15.0,2018,Cue,Lost And Found,/eurovision/2018/north-macedonia,semi-final-1,FYR Macedonia,FYR Macedonia
46,80,COOLBET,13.0,2018,Cue,Lost And Found,/eurovision/2018/north-macedonia,semi-final-1,FYR Macedonia,FYR Macedonia
25,177,BETSSON,13.0,2018,Cue,Lost And Found,/eurovision/2018/north-macedonia,semi-final-1,FYR Macedonia,FYR Macedonia
15,163,BOYLESPORTS,11.0,2018,Cue,Lost And Found,/eurovision/2018/north-macedonia,semi-final-1,FYR Macedonia,FYR Macedonia
4,162,UNIBET,15.0,2018,Cue,Lost And Found,/eurovision/2018/north-macedonia,semi-final-1,FYR Macedonia,FYR Macedonia
14,142,BETFRED,8.0,2018,Cue,Lost And Found,/eurovision/2018/north-macedonia,semi-final-1,FYR Macedonia,FYR Macedonia
12,130,WILLIAMHILL,11.0,2018,Cue,Lost And Found,/eurovision/2018/north-macedonia,semi-final-1,FYR Macedonia,FYR Macedonia
23,120,BWIN,11.0,2018,Cue,Lost And Found,/eurovision/2018/north-macedonia,semi-final-1,FYR Macedonia,FYR Macedonia
5,110,BET365,11.0,2018,Cue,Lost And Found,/eurovision/2018/north-macedonia,semi-final-1,FYR Macedonia,FYR Macedonia
47,88,BETSTARS,15.0,2018,Cue,Lost And Found,/eurovision/2018/north-macedonia,semi-final-1,FYR Macedonia,FYR Macedonia
13,78,SKYBET,9.0,2018,Cue,Lost And Found,/eurovision/2018/north-macedonia,semi-final-1,FYR Macedonia,FYR Macedonia
42,58,10BET,8.0,2018,Cue,Lost And Found,/eurovision/2018/north-macedonia,semi-final-1,FYR Macedonia,FYR Macedonia
30,42,BETFAIRSPORT,10.0,2018,Cue,Lost And Found,/eurovision/2018/north-macedonia,semi-final-1,FYR Macedonia,FYR Macedonia
19,32,BETWAY,8.0,2018,Cue,Lost And Found,/eurovision/2018/north-macedonia,semi-final-1,FYR Macedonia,FYR Macedonia
2,-200,BFX*,17.0,2018,Cue,Lost And Found,/eurovision/2018/north-macedonia,semi-final-1,FYR Macedonia,FYR Macedonia
33,143,888SPORT,15.0,2018,Ari Ólafsson,Our Choice,/eurovision/2018/iceland,semi-final-1,Iceland,Iceland
46,80,COOLBET,15.0,2018,Ari Ólafsson,Our Choice,/eurovision/2018/iceland,semi-final-1,Iceland,Iceland
25,177,BETSSON,13.0,2018,Ari Ólafsson,Our Choice,/eurovision/2018/iceland,semi-final-1,Iceland,Iceland
15,163,BOYLESPORTS,26.0,2018,Ari Ólafsson,Our Choice,/eurovision/2018/iceland,semi-final-1,Iceland,Iceland
4,162,UNIBET,15.0,2018,Ari Ólafsson,Our Choice,/eurovision/2018/iceland,semi-final-1,Iceland,Iceland
14,142,BETFRED,21.0,2018,Ari Ólafsson,Our Choice,/eurovision/2018/iceland,semi-final-1,Iceland,Iceland
12,130,WILLIAMHILL,21.0,2018,Ari Ólafsson,Our Choice,/eurovision/2018/iceland,semi-final-1,Iceland,Iceland
23,120,BWIN,11.0,2018,Ari Ólafsson,Our Choice,/eurovision/2018/iceland,semi-final-1,Iceland,Iceland
5,110,BET365,17.0,2018,Ari Ólafsson,Our Choice,/eurovision/2018/iceland,semi-final-1,Iceland,Iceland
47,88,BETSTARS,15.0,2018,Ari Ólafsson,Our Choice,/eurovision/2018/iceland,semi-final-1,Iceland,Iceland
13,78,SKYBET,17.0,2018,Ari Ólafsson,Our Choice,/eurovision/2018/iceland,semi-final-1,Iceland,Iceland
42,58,10BET,15.0,2018,Ari Ólafsson,Our Choice,/eurovision/2018/iceland,semi-final-1,Iceland,Iceland
30,42,BETFAIRSPORT,19.0,2018,Ari Ólafsson,Our Choice,/eurovision/2018/iceland,semi-final-1,Iceland,Iceland
19,32,BETWAY,11.0,2018,Ari Ólafsson,Our Choice,/eurovision/2018/iceland,semi-final-1,Iceland,Iceland
2,-200,BFX*,16.0,2018,Ari Ólafsson,Our Choice,/eurovision/2018/iceland,semi-final-1,Iceland,Iceland
33,143,888SPORT,1.01,2018,Benjamin Ingrosso,Dance You Off,/eurovision/2018/sweden,semi-final-2,Sweden,Sweden
25,210,BETSSON,1.0,2018,Benjamin Ingrosso,Dance You Off,/eurovision/2018/sweden,semi-final-2,Sweden,Sweden
46,93,COOLBET,1.01,2018,Benjamin Ingrosso,Dance You Off,/eurovision/2018/sweden,semi-final-2,Sweden,Sweden
4,162,UNIBET,1.01,2018,Benjamin Ingrosso,Dance You Off,/eurovision/2018/sweden,semi-final-2,Sweden,Sweden
15,150,BOYLESPORTS,1.01,2018,Benjamin Ingrosso,Dance You Off,/eurovision/2018/sweden,semi-final-2,Sweden,Sweden
23,140,BWIN,1.01,2018,Benjamin Ingrosso,Dance You Off,/eurovision/2018/sweden,semi-final-2,Sweden,Sweden
13,138,SKYBET,1.01,2018,Benjamin Ingrosso,Dance You Off,/eurovision/2018/sweden,semi-final-2,Sweden,Sweden
5,130,BET365,1.0,2018,Benjamin Ingrosso,Dance You Off,/eurovision/2018/sweden,semi-final-2,Sweden,Sweden
14,88,BETFRED,1.01,2018,Benjamin Ingrosso,Dance You Off,/eurovision/2018/sweden,semi-final-2,Sweden,Sweden
47,82,BETSTARS,1.01,2018,Benjamin Ingrosso,Dance You Off,/eurovision/2018/sweden,semi-final-2,Sweden,Sweden
12,63,WILLIAMHILL,1.01,2018,Benjamin Ingrosso,Dance You Off,/eurovision/2018/sweden,semi-final-2,Sweden,Sweden
19,52,BETWAY,1.01,2018,Benjamin Ingrosso,Dance You Off,/eurovision/2018/sweden,semi-final-2,Sweden,Sweden
42,52,10BET,1.02,2018,Benjamin Ingrosso,Dance You Off,/eurovision/2018/sweden,semi-final-2,Sweden,Sweden
30,15,BETFAIRSPORT,1.01,2018,Benjamin Ingrosso,Dance You Off,/eurovision/2018/sweden,semi-final-2,Sweden,Sweden
2,-200,BFX*,1.01,2018,Benjamin Ingrosso,Dance You Off,/eurovision/2018/sweden,semi-final-2,Sweden,Sweden
33,143,888SPORT,1.02,2018,Rybak,That's How You Write a Song,/eurovision/2018/norway,semi-final-2,Norway,Norway
25,210,BETSSON,1.03,2018,Rybak,That's How You Write a Song,/eurovision/2018/norway,semi-final-2,Norway,Norway
46,93,COOLBET,1.03,2018,Rybak,That's How You Write a Song,/eurovision/2018/norway,semi-final-2,Norway,Norway
4,162,UNIBET,1.02,2018,Rybak,That's How You Write a Song,/eurovision/2018/norway,semi-final-2,Norway,Norway
15,150,BOYLESPORTS,1.01,2018,Rybak,That's How You Write a Song,/eurovision/2018/norway,semi-final-2,Norway,Norway
23,140,BWIN,1.01,2018,Rybak,That's How You Write a Song,/eurovision/2018/norway,semi-final-2,Norway,Norway
13,138,SKYBET,1.0,2018,Rybak,That's How You Write a Song,/eurovision/2018/norway,semi-final-2,Norway,Norway
5,130,BET365,1.01,2018,Rybak,That's How You Write a Song,/eurovision/2018/norway,semi-final-2,Norway,Norway
14,88,BETFRED,1.02,2018,Rybak,That's How You Write a Song,/eurovision/2018/norway,semi-final-2,Norway,Norway
47,82,BETSTARS,1.01,2018,Rybak,That's How You Write a Song,/eurovision/2018/norway,semi-final-2,Norway,Norway
12,63,WILLIAMHILL,1.01,2018,Rybak,That's How You Write a Song,/eurovision/2018/norway,semi-final-2,Norway,Norway
19,52,BETWAY,1.01,2018,Rybak,That's How You Write a Song,/eurovision/2018/norway,semi-final-2,Norway,Norway
42,52,10BET,1.01,2018,Rybak,That's How You Write a Song,/eurovision/2018/norway,semi-final-2,Norway,Norway
30,15,BETFAIRSPORT,1.01,2018,Rybak,That's How You Write a Song,/eurovision/2018/norway,semi-final-2,Norway,Norway
2,-200,BFX*,1.03,2018,Rybak,That's How You Write a Song,/eurovision/2018/norway,semi-final-2,Norway,Norway
33,143,888SPORT,1.05,2018,Mélovin,Under The Ladder,/eurovision/2018/ukraine,semi-final-2,Ukraine,Ukraine
25,210,BETSSON,1.02,2018,Mélovin,Under The Ladder,/eurovision/2018/ukraine,semi-final-2,Ukraine,Ukraine
46,93,COOLBET,1.02,2018,Mélovin,Under The Ladder,/eurovision/2018/ukraine,semi-final-2,Ukraine,Ukraine
4,162,UNIBET,1.05,2018,Mélovin,Under The Ladder,/eurovision/2018/ukraine,semi-final-2,Ukraine,Ukraine
15,150,BOYLESPORTS,1.04,2018,Mélovin,Under The Ladder,/eurovision/2018/ukraine,semi-final-2,Ukraine,Ukraine
23,140,BWIN,1.05,2018,Mélovin,Under The Ladder,/eurovision/2018/ukraine,semi-final-2,Ukraine,Ukraine
13,138,SKYBET,1.02,2018,Mélovin,Under The Ladder,/eurovision/2018/ukraine,semi-final-2,Ukraine,Ukraine
5,130,BET365,1.03,2018,Mélovin,Under The Ladder,/eurovision/2018/ukraine,semi-final-2,Ukraine,Ukraine
14,88,BETFRED,1.05,2018,Mélovin,Under The Ladder,/eurovision/2018/ukraine,semi-final-2,Ukraine,Ukraine
47,82,BETSTARS,1.03,2018,Mélovin,Under The Ladder,/eurovision/2018/ukraine,semi-final-2,Ukraine,Ukraine
12,63,WILLIAMHILL,1.06,2018,Mélovin,Under The Ladder,/eurovision/2018/ukraine,semi-final-2,Ukraine,Ukraine
19,52,BETWAY,1.08,2018,Mélovin,Under The Ladder,/eurovision/2018/ukraine,semi-final-2,Ukraine,Ukraine
42,52,10BET,1.09,2018,Mélovin,Under The Ladder,/eurovision/2018/ukraine,semi-final-2,Ukraine,Ukraine
30,15,BETFAIRSPORT,1.05,2018,Mélovin,Under The Ladder,/eurovision/2018/ukraine,semi-final-2,Ukraine,Ukraine
2,-200,BFX*,1.05,2018,Mélovin,Under The Ladder,/eurovision/2018/ukraine,semi-final-2,Ukraine,Ukraine
33,143,888SPORT,1.05,2018,DoReDos,My Lucky Day,/eurovision/2018/moldova,semi-final-2,Moldova,Moldova
25,210,BETSSON,1.07,2018,DoReDos,My Lucky Day,/eurovision/2018/moldova,semi-final-2,Moldova,Moldova
46,93,COOLBET,1.1,2018,DoReDos,My Lucky Day,/eurovision/2018/moldova,semi-final-2,Moldova,Moldova
4,162,UNIBET,1.05,2018,DoReDos,My Lucky Day,/eurovision/2018/moldova,semi-final-2,Moldova,Moldova
15,150,BOYLESPORTS,1.04,2018,DoReDos,My Lucky Day,/eurovision/2018/moldova,semi-final-2,Moldova,Moldova
23,140,BWIN,1.09,2018,DoReDos,My Lucky Day,/eurovision/2018/moldova,semi-final-2,Moldova,Moldova
13,138,SKYBET,1.1,2018,DoReDos,My Lucky Day,/eurovision/2018/moldova,semi-final-2,Moldova,Moldova
5,130,BET365,1.1,2018,DoReDos,My Lucky Day,/eurovision/2018/moldova,semi-final-2,Moldova,Moldova
14,88,BETFRED,1.13,2018,DoReDos,My Lucky Day,/eurovision/2018/moldova,semi-final-2,Moldova,Moldova
47,82,BETSTARS,1.08,2018,DoReDos,My Lucky Day,/eurovision/2018/moldova,semi-final-2,Moldova,Moldova
12,63,WILLIAMHILL,1.05,2018,DoReDos,My Lucky Day,/eurovision/2018/moldova,semi-final-2,Moldova,Moldova
19,52,BETWAY,1.03,2018,DoReDos,My Lucky Day,/eurovision/2018/moldova,semi-final-2,Moldova,Moldova
42,52,10BET,1.08,2018,DoReDos,My Lucky Day,/eurovision/2018/moldova,semi-final-2,Moldova,Moldova
30,15,BETFAIRSPORT,1.11,2018,DoReDos,My Lucky Day,/eurovision/2018/moldova,semi-final-2,Moldova,Moldova
2,-200,BFX*,1.13,2018,DoReDos,My Lucky Day,/eurovision/2018/moldova,semi-final-2,Moldova,Moldova
33,143,888SPORT,1.12,2018,Rasmussen,Higher Ground,/eurovision/2018/denmark,semi-final-2,Denmark,Denmark
25,210,BETSSON,1.07,2018,Rasmussen,Higher Ground,/eurovision/2018/denmark,semi-final-2,Denmark,Denmark
46,93,COOLBET,1.07,2018,Rasmussen,Higher Ground,/eurovision/2018/denmark,semi-final-2,Denmark,Denmark
4,162,UNIBET,1.12,2018,Rasmussen,Higher Ground,/eurovision/2018/denmark,semi-final-2,Denmark,Denmark
15,150,BOYLESPORTS,1.1,2018,Rasmussen,Higher Ground,/eurovision/2018/denmark,semi-final-2,Denmark,Denmark
23,140,BWIN,1.09,2018,Rasmussen,Higher Ground,/eurovision/2018/denmark,semi-final-2,Denmark,Denmark
13,138,SKYBET,1.08,2018,Rasmussen,Higher Ground,/eurovision/2018/denmark,semi-final-2,Denmark,Denmark
5,130,BET365,1.08,2018,Rasmussen,Higher Ground,/eurovision/2018/denmark,semi-final-2,Denmark,Denmark
14,88,BETFRED,1.08,2018,Rasmussen,Higher Ground,/eurovision/2018/denmark,semi-final-2,Denmark,Denmark
47,82,BETSTARS,1.1,2018,Rasmussen,Higher Ground,/eurovision/2018/denmark,semi-final-2,Denmark,Denmark
12,63,WILLIAMHILL,1.22,2018,Rasmussen,Higher Ground,/eurovision/2018/denmark,semi-final-2,Denmark,Denmark
19,52,BETWAY,1.2,2018,Rasmussen,Higher Ground,/eurovision/2018/denmark,semi-final-2,Denmark,Denmark
42,52,10BET,1.2,2018,Rasmussen,Higher Ground,/eurovision/2018/denmark,semi-final-2,Denmark,Denmark
30,15,BETFAIRSPORT,1.07,2018,Rasmussen,Higher Ground,/eurovision/2018/denmark,semi-final-2,Denmark,Denmark
2,-200,BFX*,1.08,2018,Rasmussen,Higher Ground,/eurovision/2018/denmark,semi-final-2,Denmark,Denmark
33,143,888SPORT,1.12,2018,Jessica Mauboy,We Got Love,/eurovision/2018/australia,semi-final-2,Australia,Australia
25,210,BETSSON,1.14,2018,Jessica Mauboy,We Got Love,/eurovision/2018/australia,semi-final-2,Australia,Australia
46,93,COOLBET,1.11,2018,Jessica Mauboy,We Got Love,/eurovision/2018/australia,semi-final-2,Australia,Australia
4,162,UNIBET,1.1,2018,Jessica Mauboy,We Got Love,/eurovision/2018/australia,semi-final-2,Australia,Australia
15,150,BOYLESPORTS,1.13,2018,Jessica Mauboy,We Got Love,/eurovision/2018/australia,semi-final-2,Australia,Australia
23,140,BWIN,1.13,2018,Jessica Mauboy,We Got Love,/eurovision/2018/australia,semi-final-2,Australia,Australia
13,138,SKYBET,1.13,2018,Jessica Mauboy,We Got Love,/eurovision/2018/australia,semi-final-2,Australia,Australia
5,130,BET365,1.12,2018,Jessica Mauboy,We Got Love,/eurovision/2018/australia,semi-final-2,Australia,Australia
14,88,BETFRED,1.17,2018,Jessica Mauboy,We Got Love,/eurovision/2018/australia,semi-final-2,Australia,Australia
47,82,BETSTARS,1.15,2018,Jessica Mauboy,We Got Love,/eurovision/2018/australia,semi-final-2,Australia,Australia
12,63,WILLIAMHILL,1.33,2018,Jessica Mauboy,We Got Love,/eurovision/2018/australia,semi-final-2,Australia,Australia
19,52,BETWAY,1.33,2018,Jessica Mauboy,We Got Love,/eurovision/2018/australia,semi-final-2,Australia,Australia
42,52,10BET,1.22,2018,Jessica Mauboy,We Got Love,/eurovision/2018/australia,semi-final-2,Australia,Australia
30,15,BETFAIRSPORT,1.11,2018,Jessica Mauboy,We Got Love,/eurovision/2018/australia,semi-final-2,Australia,Australia
2,-200,BFX*,1.14,2018,Jessica Mauboy,We Got Love,/eurovision/2018/australia,semi-final-2,Australia,Australia
33,143,888SPORT,1.2,2018,AWS,Viszlát nyár,/eurovision/2018/hungary,semi-final-2,Hungary,Hungary
25,210,BETSSON,1.25,2018,AWS,Viszlát nyár,/eurovision/2018/hungary,semi-final-2,Hungary,Hungary
46,93,COOLBET,1.15,2018,AWS,Viszlát nyár,/eurovision/2018/hungary,semi-final-2,Hungary,Hungary
4,162,UNIBET,1.2,2018,AWS,Viszlát nyár,/eurovision/2018/hungary,semi-final-2,Hungary,Hungary
15,150,BOYLESPORTS,1.29,2018,AWS,Viszlát nyár,/eurovision/2018/hungary,semi-final-2,Hungary,Hungary
23,140,BWIN,1.25,2018,AWS,Viszlát nyár,/eurovision/2018/hungary,semi-final-2,Hungary,Hungary
13,138,SKYBET,1.13,2018,AWS,Viszlát nyár,/eurovision/2018/hungary,semi-final-2,Hungary,Hungary
5,130,BET365,1.2,2018,AWS,Viszlát nyár,/eurovision/2018/hungary,semi-final-2,Hungary,Hungary
14,88,BETFRED,1.2,2018,AWS,Viszlát nyár,/eurovision/2018/hungary,semi-final-2,Hungary,Hungary
47,82,BETSTARS,1.22,2018,AWS,Viszlát nyár,/eurovision/2018/hungary,semi-final-2,Hungary,Hungary
12,63,WILLIAMHILL,1.29,2018,AWS,Viszlát nyár,/eurovision/2018/hungary,semi-final-2,Hungary,Hungary
19,52,BETWAY,1.25,2018,AWS,Viszlát nyár,/eurovision/2018/hungary,semi-final-2,Hungary,Hungary
42,52,10BET,1.22,2018,AWS,Viszlát nyár,/eurovision/2018/hungary,semi-final-2,Hungary,Hungary
30,15,BETFAIRSPORT,1.2,2018,AWS,Viszlát nyár,/eurovision/2018/hungary,semi-final-2,Hungary,Hungary
2,-200,BFX*,1.23,2018,AWS,Viszlát nyár,/eurovision/2018/hungary,semi-final-2,Hungary,Hungary
33,143,888SPORT,1.4,2018,Waylon,Outlaw In 'Em,/eurovision/2018/netherlands,semi-final-2,Netherlands,Netherlands
25,210,BETSSON,1.33,2018,Waylon,Outlaw In 'Em,/eurovision/2018/netherlands,semi-final-2,Netherlands,Netherlands
46,93,COOLBET,1.48,2018,Waylon,Outlaw In 'Em,/eurovision/2018/netherlands,semi-final-2,Netherlands,Netherlands
4,162,UNIBET,1.4,2018,Waylon,Outlaw In 'Em,/eurovision/2018/netherlands,semi-final-2,Netherlands,Netherlands
15,150,BOYLESPORTS,1.29,2018,Waylon,Outlaw In 'Em,/eurovision/2018/netherlands,semi-final-2,Netherlands,Netherlands
23,140,BWIN,1.4,2018,Waylon,Outlaw In 'Em,/eurovision/2018/netherlands,semi-final-2,Netherlands,Netherlands
13,138,SKYBET,1.44,2018,Waylon,Outlaw In 'Em,/eurovision/2018/netherlands,semi-final-2,Netherlands,Netherlands
5,130,BET365,1.4,2018,Waylon,Outlaw In 'Em,/eurovision/2018/netherlands,semi-final-2,Netherlands,Netherlands
14,88,BETFRED,1.4,2018,Waylon,Outlaw In 'Em,/eurovision/2018/netherlands,semi-final-2,Netherlands,Netherlands
47,82,BETSTARS,1.4,2018,Waylon,Outlaw In 'Em,/eurovision/2018/netherlands,semi-final-2,Netherlands,Netherlands
12,63,WILLIAMHILL,1.36,2018,Waylon,Outlaw In 'Em,/eurovision/2018/netherlands,semi-final-2,Netherlands,Netherlands
19,52,BETWAY,1.29,2018,Waylon,Outlaw In 'Em,/eurovision/2018/netherlands,semi-final-2,Netherlands,Netherlands
42,52,10BET,1.33,2018,Waylon,Outlaw In 'Em,/eurovision/2018/netherlands,semi-final-2,Netherlands,Netherlands
30,15,BETFAIRSPORT,1.36,2018,Waylon,Outlaw In 'Em,/eurovision/2018/netherlands,semi-final-2,Netherlands,Netherlands
2,-200,BFX*,1.39,2018,Waylon,Outlaw In 'Em,/eurovision/2018/netherlands,semi-final-2,Netherlands,Netherlands
33,143,888SPORT,1.6,2018,Gromee & L. Meijer,Light Me Up,/eurovision/2018/poland,semi-final-2,Poland,Poland
25,210,BETSSON,1.6,2018,Gromee & L. Meijer,Light Me Up,/eurovision/2018/poland,semi-final-2,Poland,Poland
46,93,COOLBET,1.58,2018,Gromee & L. Meijer,Light Me Up,/eurovision/2018/poland,semi-final-2,Poland,Poland
4,162,UNIBET,1.6,2018,Gromee & L. Meijer,Light Me Up,/eurovision/2018/poland,semi-final-2,Poland,Poland
15,150,BOYLESPORTS,1.53,2018,Gromee & L. Meijer,Light Me Up,/eurovision/2018/poland,semi-final-2,Poland,Poland
23,140,BWIN,1.5,2018,Gromee & L. Meijer,Light Me Up,/eurovision/2018/poland,semi-final-2,Poland,Poland
13,138,SKYBET,1.44,2018,Gromee & L. Meijer,Light Me Up,/eurovision/2018/poland,semi-final-2,Poland,Poland
5,130,BET365,1.5,2018,Gromee & L. Meijer,Light Me Up,/eurovision/2018/poland,semi-final-2,Poland,Poland
14,88,BETFRED,1.57,2018,Gromee & L. Meijer,Light Me Up,/eurovision/2018/poland,semi-final-2,Poland,Poland
47,82,BETSTARS,1.57,2018,Gromee & L. Meijer,Light Me Up,/eurovision/2018/poland,semi-final-2,Poland,Poland
12,63,WILLIAMHILL,1.2,2018,Gromee & L. Meijer,Light Me Up,/eurovision/2018/poland,semi-final-2,Poland,Poland
19,52,BETWAY,1.25,2018,Gromee & L. Meijer,Light Me Up,/eurovision/2018/poland,semi-final-2,Poland,Poland
42,52,10BET,1.22,2018,Gromee & L. Meijer,Light Me Up,/eurovision/2018/poland,semi-final-2,Poland,Poland
30,15,BETFAIRSPORT,1.5,2018,Gromee & L. Meijer,Light Me Up,/eurovision/2018/poland,semi-final-2,Poland,Poland
2,-200,BFX*,1.63,2018,Gromee & L. Meijer,Light Me Up,/eurovision/2018/poland,semi-final-2,Poland,Poland
33,143,888SPORT,1.6,2018,Christabelle,Taboo,/eurovision/2018/malta,semi-final-2,Malta,Malta
25,210,BETSSON,2.22,2018,Christabelle,Taboo,/eurovision/2018/malta,semi-final-2,Malta,Malta
46,93,COOLBET,1.55,2018,Christabelle,Taboo,/eurovision/2018/malta,semi-final-2,Malta,Malta
4,162,UNIBET,1.6,2018,Christabelle,Taboo,/eurovision/2018/malta,semi-final-2,Malta,Malta
15,150,BOYLESPORTS,1.67,2018,Christabelle,Taboo,/eurovision/2018/malta,semi-final-2,Malta,Malta
23,140,BWIN,1.55,2018,Christabelle,Taboo,/eurovision/2018/malta,semi-final-2,Malta,Malta
13,138,SKYBET,1.57,2018,Christabelle,Taboo,/eurovision/2018/malta,semi-final-2,Malta,Malta
5,130,BET365,1.61,2018,Christabelle,Taboo,/eurovision/2018/malta,semi-final-2,Malta,Malta
14,88,BETFRED,1.67,2018,Christabelle,Taboo,/eurovision/2018/malta,semi-final-2,Malta,Malta
47,82,BETSTARS,1.7,2018,Christabelle,Taboo,/eurovision/2018/malta,semi-final-2,Malta,Malta
12,63,WILLIAMHILL,2.1,2018,Christabelle,Taboo,/eurovision/2018/malta,semi-final-2,Malta,Malta
19,52,BETWAY,1.73,2018,Christabelle,Taboo,/eurovision/2018/malta,semi-final-2,Malta,Malta
42,52,10BET,2.1,2018,Christabelle,Taboo,/eurovision/2018/malta,semi-final-2,Malta,Malta
30,15,BETFAIRSPORT,1.61,2018,Christabelle,Taboo,/eurovision/2018/malta,semi-final-2,Malta,Malta
2,-200,BFX*,1.7,2018,Christabelle,Taboo,/eurovision/2018/malta,semi-final-2,Malta,Malta
33,143,888SPORT,2.15,2018,The Humans,Goodbye,/eurovision/2018/romania,semi-final-2,Romania,Romania
25,210,BETSSON,2.55,2018,The Humans,Goodbye,/eurovision/2018/romania,semi-final-2,Romania,Romania
46,93,COOLBET,2.3,2018,The Humans,Goodbye,/eurovision/2018/romania,semi-final-2,Romania,Romania
4,162,UNIBET,2.15,2018,The Humans,Goodbye,/eurovision/2018/romania,semi-final-2,Romania,Romania
15,150,BOYLESPORTS,2.25,2018,The Humans,Goodbye,/eurovision/2018/romania,semi-final-2,Romania,Romania
23,140,BWIN,2.3,2018,The Humans,Goodbye,/eurovision/2018/romania,semi-final-2,Romania,Romania
13,138,SKYBET,2.5,2018,The Humans,Goodbye,/eurovision/2018/romania,semi-final-2,Romania,Romania
5,130,BET365,2.37,2018,The Humans,Goodbye,/eurovision/2018/romania,semi-final-2,Romania,Romania
14,88,BETFRED,2.25,2018,The Humans,Goodbye,/eurovision/2018/romania,semi-final-2,Romania,Romania
47,82,BETSTARS,2.2,2018,The Humans,Goodbye,/eurovision/2018/romania,semi-final-2,Romania,Romania
12,63,WILLIAMHILL,1.91,2018,The Humans,Goodbye,/eurovision/2018/romania,semi-final-2,Romania,Romania
19,52,BETWAY,2.0,2018,The Humans,Goodbye,/eurovision/2018/romania,semi-final-2,Romania,Romania
42,52,10BET,1.91,2018,The Humans,Goodbye,/eurovision/2018/romania,semi-final-2,Romania,Romania
30,15,BETFAIRSPORT,2.25,2018,The Humans,Goodbye,/eurovision/2018/romania,semi-final-2,Romania,Romania
2,-200,BFX*,2.5,2018,The Humans,Goodbye,/eurovision/2018/romania,semi-final-2,Romania,Romania
33,143,888SPORT,2.2,2018,Lea Sirk,"Hvala, ne!",/eurovision/2018/slovenia,semi-final-2,Slovenia,Slovenia
25,210,BETSSON,2.0,2018,Lea Sirk,"Hvala, ne!",/eurovision/2018/slovenia,semi-final-2,Slovenia,Slovenia
46,93,COOLBET,2.1,2018,Lea Sirk,"Hvala, ne!",/eurovision/2018/slovenia,semi-final-2,Slovenia,Slovenia
4,162,UNIBET,2.2,2018,Lea Sirk,"Hvala, ne!",/eurovision/2018/slovenia,semi-final-2,Slovenia,Slovenia
15,150,BOYLESPORTS,2.2,2018,Lea Sirk,"Hvala, ne!",/eurovision/2018/slovenia,semi-final-2,Slovenia,Slovenia
23,140,BWIN,2.1,2018,Lea Sirk,"Hvala, ne!",/eurovision/2018/slovenia,semi-final-2,Slovenia,Slovenia
13,138,SKYBET,2.25,2018,Lea Sirk,"Hvala, ne!",/eurovision/2018/slovenia,semi-final-2,Slovenia,Slovenia
5,130,BET365,2.2,2018,Lea Sirk,"Hvala, ne!",/eurovision/2018/slovenia,semi-final-2,Slovenia,Slovenia
14,88,BETFRED,2.25,2018,Lea Sirk,"Hvala, ne!",/eurovision/2018/slovenia,semi-final-2,Slovenia,Slovenia
47,82,BETSTARS,2.1,2018,Lea Sirk,"Hvala, ne!",/eurovision/2018/slovenia,semi-final-2,Slovenia,Slovenia
12,63,WILLIAMHILL,3.0,2018,Lea Sirk,"Hvala, ne!",/eurovision/2018/slovenia,semi-final-2,Slovenia,Slovenia
19,52,BETWAY,3.5,2018,Lea Sirk,"Hvala, ne!",/eurovision/2018/slovenia,semi-final-2,Slovenia,Slovenia
42,52,10BET,3.8,2018,Lea Sirk,"Hvala, ne!",/eurovision/2018/slovenia,semi-final-2,Slovenia,Slovenia
30,15,BETFAIRSPORT,2.1,2018,Lea Sirk,"Hvala, ne!",/eurovision/2018/slovenia,semi-final-2,Slovenia,Slovenia
2,-200,BFX*,2.24,2018,Lea Sirk,"Hvala, ne!",/eurovision/2018/slovenia,semi-final-2,Slovenia,Slovenia
33,143,888SPORT,2.5,2018,Julia Samoylova,I Won't Break,/eurovision/2018/russia,semi-final-2,Russia,Russia
25,210,BETSSON,2.8,2018,Julia Samoylova,I Won't Break,/eurovision/2018/russia,semi-final-2,Russia,Russia
46,93,COOLBET,3.0,2018,Julia Samoylova,I Won't Break,/eurovision/2018/russia,semi-final-2,Russia,Russia
4,162,UNIBET,2.5,2018,Julia Samoylova,I Won't Break,/eurovision/2018/russia,semi-final-2,Russia,Russia
15,150,BOYLESPORTS,3.0,2018,Julia Samoylova,I Won't Break,/eurovision/2018/russia,semi-final-2,Russia,Russia
